team_id,year,buildUpPlaySpeed,buildUpPlaySpeedClass,buildUpPlayDribbling,buildUpPlayPassing,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassing,chanceCreationPassingClass,chanceCreationCrossing,chanceCreationCrossingClass,chanceCreationShooting,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressure,defencePressureClass,defenceAggression,defenceAggressionClass,defenceTeamWidth,defenceTeamWidthClass,defenceDefenderLineClass,team_id_tuple,team_id,year,new_id
8481,2013,49,1,,49,1,1,52,1,53,1,67,2,1,43,1,46,1,50,1,1,"(8481, 2013)",8481,2013,84812013
8481,2014,49,1,48.0,49,1,1,52,1,53,1,67,2,1,43,1,46,1,50,1,1,"(8481, 2014)",8481,2014,84812014
8481,2015,49,1,48.0,49,1,1,52,1,53,1,67,2,1,43,1,46,1,50,1,1,"(8481, 2015)",8481,2015,84812015
8483,2010,70,2,,70,2,1,70,2,70,2,65,1,1,70,2,70,2,70,2,1,"(8483, 2010)",8483,2010,84832010
8483,2011,70,2,,30,0,1,65,1,30,0,65,1,1,45,1,50,1,45,1,1,"(8483, 2011)",8483,2011,84832011
8483,2012,45,1,,52,1,1,60,1,58,1,58,1,1,49,1,52,1,54,1,1,"(8483, 2012)",8483,2012,84832012
8483,2013,45,1,,52,1,1,60,1,58,1,58,1,1,49,1,52,1,54,1,1,"(8483, 2013)",8483,2013,84832013
8483,2014,67,2,44.0,72,2,1,70,2,48,1,58,1,1,39,1,38,1,54,1,1,"(8483, 2014)",8483,2014,84832014
8483,2015,62,1,36.0,64,1,1,59,1,43,1,64,1,1,39,1,38,1,54,1,1,"(8483, 2015)",8483,2015,84832015
8485,2010,70,2,,70,2,1,70,2,70,2,70,2,1,60,1,70,2,70,2,1,"(8485, 2010)",8485,2010,84852010
8485,2011,47,1,,52,1,1,53,1,48,1,52,1,1,47,1,47,1,52,1,1,"(8485, 2011)",8485,2011,84852011
8485,2012,58,1,,62,1,1,45,1,70,2,55,1,1,40,1,40,1,60,1,1,"(8485, 2012)",8485,2012,84852012
8485,2013,62,1,,45,1,1,40,1,50,1,55,1,1,42,1,42,1,60,1,1,"(8485, 2013)",8485,2013,84852013
8485,2014,58,1,64.0,62,1,1,56,1,68,2,57,1,1,41,1,42,1,60,1,1,"(8485, 2014)",8485,2014,84852014
8485,2015,59,1,64.0,53,1,1,51,1,72,2,63,1,0,49,1,45,1,63,1,1,"(8485, 2015)",8485,2015,84852015
8521,2010,50,1,,40,1,1,30,0,40,1,60,1,1,70,2,70,2,70,2,1,"(8521, 2010)",8521,2010,85212010
8521,2011,65,1,,35,1,1,50,1,65,1,50,1,1,55,1,45,1,65,1,1,"(8521, 2011)",8521,2011,85212011
8521,2012,64,1,,62,1,1,49,1,53,1,66,1,1,44,1,34,1,51,1,1,"(8521, 2012)",8521,2012,85212012
8521,2013,59,1,,54,1,1,49,1,53,1,66,1,1,44,1,34,1,51,1,1,"(8521, 2013)",8521,2013,85212013
8521,2014,59,1,48.0,54,1,1,49,1,53,1,66,1,1,44,1,34,1,51,1,1,"(8521, 2014)",8521,2014,85212014
8521,2015,59,1,48.0,54,1,1,49,1,53,1,66,1,1,44,1,34,1,51,1,1,"(8521, 2015)",8521,2015,85212015
8524,2010,35,1,,40,1,1,35,1,30,0,55,1,1,30,0,30,0,55,1,0,"(8524, 2010)",8524,2010,85242010
8524,2011,65,1,,50,1,1,50,1,65,1,55,1,1,45,1,55,1,65,1,1,"(8524, 2011)",8524,2011,85242011
8524,2012,40,1,,50,1,1,53,1,47,1,50,1,1,55,1,42,1,50,1,1,"(8524, 2012)",8524,2012,85242012
8524,2013,64,1,,36,1,1,38,1,49,1,51,1,0,54,1,53,1,49,1,1,"(8524, 2013)",8524,2013,85242013
8524,2014,64,1,45.0,37,1,1,38,1,49,1,51,1,1,36,1,66,1,49,1,1,"(8524, 2014)",8524,2014,85242014
8524,2015,64,1,45.0,37,1,1,38,1,49,1,51,1,1,36,1,63,1,49,1,1,"(8524, 2015)",8524,2015,85242015
8525,2010,35,1,,30,0,1,30,0,40,1,65,1,1,30,0,30,0,30,0,1,"(8525, 2010)",8525,2010,85252010
8525,2011,72,2,,57,1,1,70,2,47,1,49,1,1,28,0,63,1,62,1,1,"(8525, 2011)",8525,2011,85252011
8525,2013,48,1,,55,1,1,48,1,53,1,46,1,1,43,1,35,1,47,1,1,"(8525, 2013)",8525,2013,85252013
8525,2015,51,1,36.0,63,1,1,48,1,53,1,52,1,1,43,1,45,1,47,1,1,"(8525, 2015)",8525,2015,85252015
8526,2011,30,0,,40,1,1,43,1,45,1,65,1,1,42,1,45,1,50,1,1,"(8526, 2011)",8526,2011,85262011
8526,2012,37,1,,41,1,1,47,1,40,1,63,1,1,52,1,43,1,41,1,1,"(8526, 2012)",8526,2012,85262012
8528,2010,70,2,,70,2,1,70,2,70,2,50,1,1,35,1,70,2,35,1,1,"(8528, 2010)",8528,2010,85282010
8528,2011,35,1,,50,1,1,45,1,65,1,50,1,1,45,1,55,1,65,1,1,"(8528, 2011)",8528,2011,85282011
8528,2012,38,1,,38,1,1,54,1,42,1,42,1,1,40,1,42,1,44,1,1,"(8528, 2012)",8528,2012,85282012
8528,2013,38,1,,39,1,1,43,1,42,1,34,1,0,56,1,52,1,44,1,1,"(8528, 2013)",8528,2013,85282013
8528,2014,51,1,36.0,51,1,1,52,1,55,1,57,1,1,62,1,57,1,44,1,1,"(8528, 2014)",8528,2014,85282014
8528,2015,51,1,37.0,56,1,1,52,1,59,1,40,1,1,62,1,48,1,44,1,1,"(8528, 2015)",8528,2015,85282015
8529,2010,40,1,,30,0,1,30,0,35,1,55,1,1,40,1,55,1,60,1,1,"(8529, 2010)",8529,2010,85292010
8529,2011,65,1,,50,1,1,50,1,65,1,50,1,0,45,1,45,1,51,1,1,"(8529, 2011)",8529,2011,85292011
8529,2012,40,1,,50,1,1,65,1,50,1,50,1,1,45,1,45,1,50,1,1,"(8529, 2012)",8529,2012,85292012
8529,2013,63,1,,36,1,1,66,1,51,1,51,1,0,46,1,56,1,51,1,1,"(8529, 2013)",8529,2013,85292013
8529,2014,63,1,51.0,53,1,1,33,0,51,1,68,2,1,37,1,56,1,51,1,1,"(8529, 2014)",8529,2014,85292014
8529,2015,67,2,32.0,35,1,1,69,2,58,1,69,2,0,65,1,65,1,57,1,0,"(8529, 2015)",8529,2015,85292015
8530,2010,35,1,,30,0,1,30,0,30,0,60,1,1,35,1,55,1,50,1,1,"(8530, 2010)",8530,2010,85302010
8530,2011,65,1,,35,1,0,50,1,65,1,63,1,1,35,1,55,1,50,1,0,"(8530, 2011)",8530,2011,85302011
8530,2012,40,1,,50,1,1,50,1,50,1,50,1,1,25,0,50,1,35,1,1,"(8530, 2012)",8530,2012,85302012
8530,2013,67,2,,37,1,0,67,2,52,1,52,1,1,37,1,57,1,52,1,1,"(8530, 2013)",8530,2013,85302013
8530,2014,75,2,52.0,48,1,1,53,1,52,1,36,1,1,28,0,67,2,52,1,1,"(8530, 2014)",8530,2014,85302014
8530,2015,70,2,52.0,48,1,1,53,1,52,1,36,1,1,31,0,64,1,52,1,1,"(8530, 2015)",8530,2015,85302015
8533,2010,45,1,,30,0,1,35,1,45,1,65,1,1,30,0,70,2,65,1,0,"(8533, 2010)",8533,2010,85332010
8533,2011,45,1,,50,1,1,49,1,45,1,35,1,1,36,1,70,2,51,1,1,"(8533, 2011)",8533,2011,85332011
8533,2012,60,1,,65,1,1,50,1,50,1,65,1,1,25,0,45,1,50,1,1,"(8533, 2012)",8533,2012,85332012
8533,2013,66,1,,67,2,1,52,1,51,1,66,1,0,26,0,59,1,51,1,1,"(8533, 2013)",8533,2013,85332013
8533,2014,66,1,54.0,67,2,1,52,1,66,1,52,1,1,46,1,59,1,51,1,1,"(8533, 2014)",8533,2014,85332014
8533,2015,66,1,54.0,67,2,1,52,1,66,1,52,1,1,46,1,59,1,51,1,1,"(8533, 2015)",8533,2015,85332015
8534,2010,30,0,,30,0,1,30,0,30,0,55,1,1,30,0,30,0,30,0,1,"(8534, 2010)",8534,2010,85342010
8534,2011,50,1,,35,1,1,50,1,50,1,55,1,1,45,1,45,1,47,1,0,"(8534, 2011)",8534,2011,85342011
8534,2012,50,1,,50,1,1,50,1,50,1,50,1,1,35,1,45,1,50,1,1,"(8534, 2012)",8534,2012,85342012
8534,2013,51,1,,54,1,1,53,1,54,1,62,1,1,39,1,50,1,59,1,1,"(8534, 2013)",8534,2013,85342013
8534,2014,63,1,43.0,39,1,1,66,1,67,2,51,1,1,53,1,57,1,54,1,1,"(8534, 2014)",8534,2014,85342014
8534,2015,66,1,43.0,36,1,1,59,1,64,1,63,1,1,46,1,66,1,48,1,1,"(8534, 2015)",8534,2015,85342015
8535,2010,67,2,,30,0,0,50,1,60,1,60,1,0,45,1,30,0,60,1,0,"(8535, 2010)",8535,2010,85352010
8535,2011,49,1,,50,1,1,50,1,60,1,60,1,1,45,1,45,1,50,1,0,"(8535, 2011)",8535,2011,85352011
8535,2012,45,1,,50,1,1,65,1,50,1,50,1,1,45,1,45,1,50,1,1,"(8535, 2012)",8535,2012,85352012
8535,2013,53,1,,51,1,1,64,1,51,1,53,1,1,47,1,47,1,51,1,1,"(8535, 2013)",8535,2013,85352013
8535,2014,34,1,54.0,33,0,1,68,2,51,1,53,1,1,58,1,59,1,67,2,1,"(8535, 2014)",8535,2014,85352014
8535,2015,34,1,54.0,33,0,1,68,2,51,1,53,1,1,58,1,59,1,61,1,1,"(8535, 2015)",8535,2015,85352015
8537,2010,30,0,,30,0,1,30,0,30,0,55,1,1,30,0,30,0,30,0,0,"(8537, 2010)",8537,2010,85372010
8537,2011,65,1,,50,1,1,30,0,65,1,65,1,1,45,1,60,1,30,0,1,"(8537, 2011)",8537,2011,85372011
8537,2012,50,1,,50,1,1,35,1,50,1,50,1,1,35,1,45,1,35,1,1,"(8537, 2012)",8537,2012,85372012
8537,2013,58,1,,55,1,1,52,1,57,1,63,1,0,58,1,49,1,56,1,1,"(8537, 2013)",8537,2013,85372013
8537,2014,58,1,58.0,67,2,1,38,1,23,0,77,2,1,29,0,57,1,32,0,1,"(8537, 2014)",8537,2014,85372014
8537,2015,58,1,58.0,67,2,1,38,1,27,0,69,2,1,31,0,57,1,38,1,1,"(8537, 2015)",8537,2015,85372015
8540,2010,63,1,,50,1,1,30,0,30,0,70,2,1,45,1,40,1,60,1,1,"(8540, 2010)",8540,2010,85402010
8540,2011,65,1,,35,1,0,50,1,65,1,50,1,1,35,1,45,1,50,1,1,"(8540, 2011)",8540,2011,85402011
8540,2012,60,1,,40,1,1,50,1,35,1,65,1,1,45,1,45,1,50,1,1,"(8540, 2012)",8540,2012,85402012
8540,2013,66,1,,37,1,0,56,1,34,1,63,1,0,43,1,42,1,48,1,1,"(8540, 2013)",8540,2013,85402013
8540,2014,66,1,55.0,37,1,1,56,1,34,1,63,1,1,43,1,42,1,48,1,1,"(8540, 2014)",8540,2014,85402014
8540,2015,66,1,66.0,36,1,1,60,1,34,1,64,1,1,44,1,58,1,50,1,1,"(8540, 2015)",8540,2015,85402015
8543,2010,60,1,,50,1,1,50,1,40,1,70,2,1,55,1,50,1,70,2,1,"(8543, 2010)",8543,2010,85432010
8543,2011,60,1,,35,1,0,50,1,35,1,51,1,1,45,1,50,1,35,1,1,"(8543, 2011)",8543,2011,85432011
8543,2012,45,1,,50,1,1,65,1,50,1,50,1,1,35,1,45,1,50,1,1,"(8543, 2012)",8543,2012,85432012
8543,2013,51,1,,54,1,1,68,2,52,1,69,2,0,59,1,53,1,54,1,1,"(8543, 2013)",8543,2013,85432013
8543,2014,49,1,69.0,54,1,1,68,2,63,1,69,2,1,59,1,53,1,54,1,1,"(8543, 2014)",8543,2014,85432014
8543,2015,68,2,65.0,55,1,1,68,2,80,2,72,2,0,59,1,66,1,65,1,1,"(8543, 2015)",8543,2015,85432015
8548,2010,65,1,,50,1,1,70,2,70,2,70,2,1,60,1,70,2,70,2,1,"(8548, 2010)",8548,2010,85482010
8548,2011,51,1,,33,0,1,48,1,67,2,79,2,1,46,1,47,1,51,1,1,"(8548, 2011)",8548,2011,85482011
8548,2012,45,1,,45,1,1,38,1,62,1,60,1,1,48,1,48,1,62,1,1,"(8548, 2012)",8548,2012,85482012
8548,2013,55,1,,45,1,1,38,1,52,1,60,1,1,48,1,48,1,52,1,1,"(8548, 2013)",8548,2013,85482013
8548,2014,45,1,49.0,45,1,1,38,1,62,1,60,1,1,48,1,48,1,62,1,1,"(8548, 2014)",8548,2014,85482014
8548,2015,45,1,53.0,55,1,1,38,1,62,1,53,1,1,48,1,48,1,55,1,1,"(8548, 2015)",8548,2015,85482015
8549,2010,70,2,,70,2,1,70,2,70,2,50,1,1,30,0,70,2,30,0,1,"(8549, 2010)",8549,2010,85492010
8549,2011,66,1,,51,1,1,64,1,64,1,48,1,1,54,1,44,1,49,1,1,"(8549, 2011)",8549,2011,85492011
8549,2012,60,1,,72,2,1,40,1,56,1,72,2,1,38,1,42,1,42,1,1,"(8549, 2012)",8549,2012,85492012
8549,2013,60,1,,40,1,1,40,1,56,1,57,1,1,38,1,42,1,52,1,1,"(8549, 2013)",8549,2013,85492013
8549,2014,60,1,28.0,56,1,1,49,1,56,1,72,2,1,38,1,42,1,42,1,1,"(8549, 2014)",8549,2014,85492014
8549,2015,60,1,32.0,46,1,1,43,1,55,1,37,1,1,38,1,42,1,42,1,1,"(8549, 2015)",8549,2015,85492015
8550,2010,50,1,,30,0,1,50,1,60,1,65,1,1,30,0,50,1,30,0,0,"(8550, 2010)",8550,2010,85502010
8550,2011,65,1,,65,1,1,35,1,65,1,50,1,1,35,1,35,1,65,1,1,"(8550, 2011)",8550,2011,85502011
8550,2012,50,1,,49,1,1,49,1,54,1,53,1,1,46,1,47,1,50,1,1,"(8550, 2012)",8550,2012,85502012
8550,2014,55,1,42.0,49,1,1,49,1,54,1,53,1,1,46,1,54,1,50,1,1,"(8550, 2014)",8550,2014,85502014
8550,2015,55,1,48.0,49,1,1,46,1,54,1,53,1,1,39,1,46,1,42,1,1,"(8550, 2015)",8550,2015,85502015
8551,2010,35,1,,30,0,1,30,0,30,0,55,1,1,40,1,65,1,55,1,0,"(8551, 2010)",8551,2010,85512010
8551,2011,50,1,,50,1,1,50,1,65,1,55,1,1,40,1,45,1,55,1,0,"(8551, 2011)",8551,2011,85512011
8551,2012,45,1,,50,1,1,50,1,50,1,50,1,1,45,1,45,1,50,1,1,"(8551, 2012)",8551,2012,85512012
8551,2013,47,1,,48,1,1,54,1,56,1,52,1,0,37,1,49,1,51,1,1,"(8551, 2013)",8551,2013,85512013
8551,2014,47,1,49.0,48,1,1,64,1,67,2,52,1,1,44,1,49,1,51,1,1,"(8551, 2014)",8551,2014,85512014
8558,2010,55,1,,40,1,1,70,2,55,1,70,2,1,70,2,50,1,60,1,1,"(8558, 2010)",8558,2010,85582010
8558,2011,68,2,,55,1,1,72,2,70,2,54,1,1,51,1,58,1,56,1,1,"(8558, 2011)",8558,2011,85582011
8558,2012,46,1,,44,1,1,52,1,60,1,40,1,1,37,1,40,1,45,1,1,"(8558, 2012)",8558,2012,85582012
8558,2013,50,1,,44,1,1,52,1,60,1,40,1,0,37,1,40,1,45,1,1,"(8558, 2013)",8558,2013,85582013
8558,2014,50,1,52.0,44,1,1,52,1,60,1,40,1,1,37,1,40,1,45,1,1,"(8558, 2014)",8558,2014,85582014
8558,2015,50,1,52.0,44,1,1,52,1,60,1,40,1,0,37,1,40,1,45,1,1,"(8558, 2015)",8558,2015,85582015
8559,2010,55,1,,70,2,1,70,2,70,2,45,1,1,35,1,70,2,35,1,1,"(8559, 2010)",8559,2010,85592010
8559,2011,45,1,,70,2,1,55,1,70,2,50,1,1,40,1,55,1,50,1,1,"(8559, 2011)",8559,2011,85592011
8559,2012,57,1,,56,1,1,45,1,54,1,54,1,1,48,1,48,1,58,1,1,"(8559, 2012)",8559,2012,85592012
8559,2013,57,1,,53,1,1,42,1,38,1,54,1,1,39,1,48,1,58,1,1,"(8559, 2013)",8559,2013,85592013
8559,2014,57,1,37.0,73,2,1,72,2,43,1,56,1,1,39,1,48,1,58,1,1,"(8559, 2014)",8559,2014,85592014
8559,2015,57,1,34.0,61,1,1,72,2,60,1,38,1,1,39,1,48,1,58,1,1,"(8559, 2015)",8559,2015,85592015
8560,2010,40,1,,30,0,0,50,1,40,1,70,2,1,45,1,30,0,35,1,0,"(8560, 2010)",8560,2010,85602010
8560,2011,54,1,,43,1,1,54,1,51,1,60,1,1,49,1,49,1,51,1,1,"(8560, 2011)",8560,2011,85602011
8560,2012,24,0,,36,1,1,60,1,52,1,59,1,1,48,1,53,1,70,2,1,"(8560, 2012)",8560,2012,85602012
8560,2013,28,0,,36,1,1,60,1,52,1,59,1,1,48,1,53,1,70,2,1,"(8560, 2013)",8560,2013,85602013
8560,2014,35,1,52.0,36,1,1,60,1,52,1,59,1,1,48,1,53,1,65,1,1,"(8560, 2014)",8560,2014,85602014
8560,2015,60,1,52.0,50,1,1,54,1,60,1,52,1,1,49,1,53,1,53,1,1,"(8560, 2015)",8560,2015,85602015
8564,2010,45,1,,30,0,0,55,1,45,1,70,2,0,30,0,35,1,60,1,0,"(8564, 2010)",8564,2010,85642010
8564,2011,65,1,,50,1,1,50,1,60,1,50,1,0,50,1,50,1,50,1,0,"(8564, 2011)",8564,2011,85642011
8564,2012,45,1,,50,1,1,65,1,20,0,50,1,0,45,1,45,1,50,1,1,"(8564, 2012)",8564,2012,85642012
8564,2013,48,1,,54,1,1,51,1,53,1,64,1,0,48,1,49,1,53,1,1,"(8564, 2013)",8564,2013,85642013
8564,2014,48,1,70.0,52,1,1,66,1,36,1,75,2,1,58,1,57,1,49,1,1,"(8564, 2014)",8564,2014,85642014
8564,2015,48,1,70.0,52,1,1,66,1,36,1,69,2,1,58,1,57,1,49,1,1,"(8564, 2015)",8564,2015,85642015
8569,2010,30,0,,50,1,1,45,1,40,1,70,2,1,65,1,70,2,65,1,1,"(8569, 2010)",8569,2010,85692010
8569,2011,47,1,,27,0,1,45,1,51,1,54,1,1,48,1,60,1,37,1,1,"(8569, 2011)",8569,2011,85692011
8569,2012,52,1,,67,2,1,52,1,73,2,50,1,1,47,1,45,1,35,1,1,"(8569, 2012)",8569,2012,85692012
8569,2013,52,1,,43,1,1,52,1,37,1,50,1,1,47,1,45,1,40,1,1,"(8569, 2013)",8569,2013,85692013
8569,2015,52,1,48.0,43,1,1,52,1,37,1,50,1,1,47,1,45,1,40,1,1,"(8569, 2015)",8569,2015,85692015
8571,2010,50,1,,60,1,1,50,1,50,1,50,1,1,60,1,60,1,65,1,1,"(8571, 2010)",8571,2010,85712010
8571,2011,38,1,,65,1,0,38,1,69,2,52,1,1,34,1,57,1,47,1,1,"(8571, 2011)",8571,2011,85712011
8571,2012,31,0,,47,1,1,37,1,67,2,50,1,1,46,1,45,1,52,1,1,"(8571, 2012)",8571,2012,85712012
8571,2013,42,1,,40,1,1,37,1,67,2,30,0,1,46,1,45,1,52,1,1,"(8571, 2013)",8571,2013,85712013
8571,2014,42,1,40.0,47,1,1,37,1,67,2,30,0,1,46,1,45,1,52,1,1,"(8571, 2014)",8571,2014,85712014
8571,2015,42,1,40.0,47,1,1,37,1,67,2,30,0,1,46,1,45,1,52,1,1,"(8571, 2015)",8571,2015,85712015
8573,2014,52,1,49.0,54,1,1,45,1,42,1,53,1,1,42,1,47,1,44,1,1,"(8573, 2014)",8573,2014,85732014
8573,2015,52,1,49.0,54,1,1,45,1,42,1,53,1,1,42,1,47,1,44,1,1,"(8573, 2015)",8573,2015,85732015
8576,2010,60,1,,40,1,1,45,1,35,1,55,1,1,30,0,70,2,30,0,0,"(8576, 2010)",8576,2010,85762010
8576,2011,65,1,,45,1,1,65,1,65,1,50,1,1,45,1,45,1,50,1,1,"(8576, 2011)",8576,2011,85762011
8576,2012,59,1,,52,1,1,48,1,34,1,52,1,1,38,1,47,1,53,1,1,"(8576, 2012)",8576,2012,85762012
8576,2013,59,1,,52,1,1,48,1,34,1,52,1,1,38,1,47,1,53,1,1,"(8576, 2013)",8576,2013,85762013
8576,2014,59,1,57.0,52,1,1,48,1,38,1,52,1,1,38,1,47,1,53,1,1,"(8576, 2014)",8576,2014,85762014
8576,2015,59,1,57.0,52,1,1,48,1,38,1,52,1,1,38,1,47,1,53,1,1,"(8576, 2015)",8576,2015,85762015
8581,2010,30,0,,30,0,1,45,1,40,1,70,2,1,30,0,35,1,50,1,1,"(8581, 2010)",8581,2010,85812010
8581,2011,68,2,,56,1,1,69,2,55,1,58,1,1,37,1,47,1,54,1,1,"(8581, 2011)",8581,2011,85812011
8581,2012,53,1,,63,1,1,55,1,61,1,52,1,1,47,1,52,1,56,1,1,"(8581, 2012)",8581,2012,85812012
8581,2013,57,1,,63,1,1,55,1,61,1,52,1,1,47,1,52,1,56,1,1,"(8581, 2013)",8581,2013,85812013
8581,2014,57,1,51.0,63,1,1,55,1,61,1,52,1,1,47,1,52,1,56,1,1,"(8581, 2014)",8581,2014,85812014
8581,2015,62,1,36.0,65,1,1,71,2,42,1,65,1,1,36,1,33,0,42,1,1,"(8581, 2015)",8581,2015,85812015
8583,2010,30,0,,70,2,1,35,1,65,1,35,1,1,30,0,55,1,30,0,1,"(8583, 2010)",8583,2010,85832010
8583,2011,35,1,,65,1,1,35,1,65,1,50,1,1,35,1,45,1,65,1,1,"(8583, 2011)",8583,2011,85832011
8583,2012,64,1,,49,1,1,51,1,63,1,50,1,1,34,1,45,1,36,1,1,"(8583, 2012)",8583,2012,85832012
8583,2013,64,1,,49,1,1,51,1,63,1,50,1,1,34,1,45,1,41,1,1,"(8583, 2013)",8583,2013,85832013
8583,2014,64,1,55.0,49,1,1,51,1,63,1,50,1,1,34,1,45,1,36,1,1,"(8583, 2014)",8583,2014,85832014
8583,2015,64,1,55.0,49,1,1,51,1,63,1,50,1,1,34,1,45,1,40,1,1,"(8583, 2015)",8583,2015,85832015
8586,2010,70,2,,50,1,1,50,1,65,1,50,1,1,50,1,50,1,50,1,1,"(8586, 2010)",8586,2010,85862010
8586,2011,60,1,,55,1,0,70,2,70,2,70,2,1,30,0,40,1,60,1,1,"(8586, 2011)",8586,2011,85862011
8586,2012,44,1,,47,1,1,52,1,63,1,61,1,1,43,1,44,1,51,1,1,"(8586, 2012)",8586,2012,85862012
8586,2013,42,1,,46,1,1,45,1,58,1,68,2,1,63,1,61,1,57,1,1,"(8586, 2013)",8586,2013,85862013
8586,2014,41,1,35.0,38,1,1,41,1,59,1,62,1,1,58,1,51,1,56,1,1,"(8586, 2014)",8586,2014,85862014
8586,2015,47,1,46.0,40,1,1,41,1,41,1,63,1,1,63,1,54,1,56,1,1,"(8586, 2015)",8586,2015,85862015
8588,2010,30,0,,30,0,1,60,1,50,1,70,2,1,70,2,60,1,70,2,0,"(8588, 2010)",8588,2010,85882010
8588,2011,65,1,,50,1,1,50,1,65,1,65,1,1,45,1,55,1,50,1,1,"(8588, 2011)",8588,2011,85882011
8588,2012,64,1,,49,1,1,49,1,53,1,34,1,1,46,1,44,1,49,1,1,"(8588, 2012)",8588,2012,85882012
8588,2013,64,1,,49,1,1,49,1,53,1,37,1,1,42,1,44,1,49,1,1,"(8588, 2013)",8588,2013,85882013
8588,2014,64,1,52.0,49,1,1,49,1,53,1,34,1,1,46,1,44,1,49,1,1,"(8588, 2014)",8588,2014,85882014
8588,2015,64,1,44.0,50,1,1,49,1,53,1,46,1,1,46,1,44,1,49,1,1,"(8588, 2015)",8588,2015,85882015
8592,2010,55,1,,45,1,1,70,2,65,1,70,2,0,65,1,70,2,65,1,0,"(8592, 2010)",8592,2010,85922010
8592,2011,65,1,,35,1,1,65,1,65,1,80,2,0,55,1,55,1,65,1,1,"(8592, 2011)",8592,2011,85922011
8592,2012,48,1,,50,1,1,49,1,51,1,48,1,1,44,1,48,1,51,1,1,"(8592, 2012)",8592,2012,85922012
8592,2013,48,1,,50,1,1,49,1,77,2,64,1,1,44,1,48,1,54,1,1,"(8592, 2013)",8592,2013,85922013
8592,2014,51,1,62.0,50,1,1,49,1,69,2,68,2,1,48,1,48,1,60,1,1,"(8592, 2014)",8592,2014,85922014
8592,2015,51,1,77.0,41,1,1,49,1,69,2,31,0,1,48,1,48,1,60,1,1,"(8592, 2015)",8592,2015,85922015
8593,2010,30,0,,30,0,0,50,1,60,1,70,2,1,30,0,30,0,30,0,1,"(8593, 2010)",8593,2010,85932010
8593,2011,40,1,,38,1,0,67,2,65,1,67,2,1,65,1,57,1,63,1,1,"(8593, 2011)",8593,2011,85932011
8593,2012,31,0,,33,0,1,39,1,64,1,46,1,0,68,2,65,1,60,1,1,"(8593, 2012)",8593,2012,85932012
8593,2013,35,1,,33,0,0,39,1,52,1,46,1,0,68,2,65,1,50,1,1,"(8593, 2013)",8593,2013,85932013
8593,2014,40,1,40.0,30,0,1,51,1,55,1,39,1,0,64,1,53,1,64,1,1,"(8593, 2014)",8593,2014,85932014
8593,2015,35,1,43.0,39,1,1,58,1,55,1,30,0,0,64,1,53,1,59,1,1,"(8593, 2015)",8593,2015,85932015
8596,2010,70,2,,70,2,1,60,1,70,2,70,2,1,60,1,70,2,70,2,1,"(8596, 2010)",8596,2010,85962010
8597,2010,70,2,,70,2,1,70,2,70,2,65,1,1,60,1,70,2,70,2,1,"(8597, 2010)",8597,2010,85972010
8597,2011,36,1,,36,1,1,37,1,52,1,51,1,1,48,1,43,1,48,1,1,"(8597, 2011)",8597,2011,85972011
8597,2012,56,1,,61,1,1,55,1,48,1,46,1,1,43,1,43,1,52,1,1,"(8597, 2012)",8597,2012,85972012
8597,2013,53,1,,54,1,1,55,1,50,1,49,1,1,47,1,49,1,52,1,1,"(8597, 2013)",8597,2013,85972013
8597,2014,56,1,50.0,61,1,1,56,1,48,1,46,1,1,44,1,44,1,52,1,1,"(8597, 2014)",8597,2014,85972014
8597,2015,50,1,48.0,60,1,1,49,1,62,1,47,1,1,46,1,46,1,52,1,1,"(8597, 2015)",8597,2015,85972015
8600,2010,64,1,,35,1,1,30,0,50,1,70,2,1,35,1,30,0,55,1,0,"(8600, 2010)",8600,2010,86002010
8600,2011,70,2,,49,1,1,66,1,50,1,50,1,1,44,1,45,1,55,1,0,"(8600, 2011)",8600,2011,86002011
8600,2012,75,2,,45,1,1,65,1,65,1,50,1,1,45,1,55,1,50,1,1,"(8600, 2012)",8600,2012,86002012
8600,2013,78,2,,63,1,0,69,2,78,2,52,1,0,40,1,63,1,57,1,1,"(8600, 2013)",8600,2013,86002013
8600,2014,71,2,71.0,63,1,1,69,2,78,2,52,1,1,40,1,46,1,57,1,1,"(8600, 2014)",8600,2014,86002014
8600,2015,68,2,54.0,63,1,1,69,2,68,2,52,1,1,40,1,57,1,57,1,1,"(8600, 2015)",8600,2015,86002015
8602,2010,70,2,,70,2,1,70,2,70,2,70,2,1,70,2,70,2,70,2,1,"(8602, 2010)",8602,2010,86022010
8602,2011,55,1,,55,1,1,60,1,60,1,45,1,1,45,1,45,1,50,1,1,"(8602, 2011)",8602,2011,86022011
8602,2012,67,2,,68,2,1,42,1,68,2,56,1,1,48,1,60,1,45,1,1,"(8602, 2012)",8602,2012,86022012
8602,2013,63,1,,61,1,1,42,1,73,2,56,1,1,42,1,48,1,52,1,1,"(8602, 2013)",8602,2013,86022013
8602,2014,47,1,28.0,58,1,1,55,1,64,1,56,1,1,47,1,48,1,52,1,1,"(8602, 2014)",8602,2014,86022014
8602,2015,46,1,36.0,54,1,1,55,1,47,1,48,1,1,47,1,48,1,55,1,1,"(8602, 2015)",8602,2015,86022015
8603,2010,45,1,,45,1,1,30,0,50,1,55,1,0,50,1,45,1,55,1,0,"(8603, 2010)",8603,2010,86032010
